Name,URL,URL_for_download
TEST_ID.csv,https://drive.google.com/file/d/1NtAfvdO8XleSz5Xrw_P6sbF4NHfX2Oa9/view?usp=drivesdk,https://drive.google.com/uc?id=1NtAfvdO8XleSz5Xrw_P6sbF4NHfX2Oa9
EX_ID.csv,https://drive.google.com/file/d/19ouB3ljmRgjofyegkytcBPCoCskt9Bgo/view?usp=drivesdk,https://drive.google.com/uc?id=19ouB3ljmRgjofyegkytcBPCoCskt9Bgo
LUAD_ID.csv,https://drive.google.com/file/d/1r9umLn7Xe7e5-RjF0vusDap8fCBAV445/view?usp=drivesdk,https://drive.google.com/uc?id=1r9umLn7Xe7e5-RjF0vusDap8fCBAV445
LUSC_ID.csv,https://drive.google.com/file/d/19M5aO0xbZj-nbEEAiMHFxisAmIaFUqbH/view?usp=drivesdk,https://drive.google.com/uc?id=19M5aO0xbZj-nbEEAiMHFxisAmIaFUqbH
